store_id,name_salon,slncatch,star,review,pop_score,price,seats,address,access,link_detail
slnH000658911,mood tatemachi髪質改善カラー&ショート【ムード タテマチ カミシツカイゼン カラー】,"本日◎当日OK【髪質改善 口コミNo.1/駐車場無料/ロング料0円】ダブルカラー,ハイライト,ブリーチなし◎♪",4.73,776.0,31.480232857238974,1100.0,8.0,石川県金沢市池田町三番丁４２ー２犀光マンション１F,バス停 片町徒歩5分/大工町徒歩1分［ダブルカラー/インナーカラー/韓国/ブリーチ］,https://beauty.hotpepper.jp/slnH000658911/
slnH000495411,GATTACA,【北信越唯一の髪カリスマパーマ部門】髪カリスマ22‘ 23‘ 24‘ 25‘ 選出,4.87,221.0,26.311038849718003,5500.0,8.0,石川県金沢市高岡町12-45　ロイヤルシャトー南町　1階　B,金沢駅から徒歩20分　尾山神社と名鉄エムザの真ん中辺りにあります。,https://beauty.hotpepper.jp/slnH000495411/
slnH000579939,LEF【レフ】,当日予約OK◎トレンドショートスタイルやケアブリーチはLEFで！施術時間分の竪町P駐車サービス券お渡し◎,4.76,291.0,27.02134809879702,4500.0,5.0,石川県金沢市竪町１０３　清水ビル２F,タテマチストリート沿い/ローソン・カーハートさん向かい/片町きららから徒歩4分,https://beauty.hotpepper.jp/slnH000579939/
slnH000382917,Nought 金沢【ノート】,【本日空き◎】《ブリーチ+カラー￥13200→￥10500》ブリーチ/ブリーチ無しダブルカラーが◎[竪町/ボブ/学割],4.85,1082.0,33.889327697954805,4000.0,6.0,石川県金沢市竪町108番地　シュミートテライビル1Ｆ,竪町ストリート沿いローソン近く[金沢駅/片町/ブリーチ/ダブルカラー/ボブ/韓国/学割],https://beauty.hotpepper.jp/slnH000382917/
slnH000753602,TOTAL BEAUTY BREK 金沢もりの里店,【エリアTOPクラスのコスパ】カットカラー￥4750☆高品質で自分らしいヘアスタイル・髪質改善が叶うサロン,5.0,7.0,10.39720770839918,2500.0,6.0,石川県金沢市田上の里２丁目９　PARIS店舗　１Ｆ　１A号室,兼六園方面へ国道22号線 ニトリ金沢田上店を進み 左側　#グラデーションカラー＃金沢,https://beauty.hotpepper.jp/slnH000753602/
slnH000701214,Joule 金沢 【ジュール】,5/14  12:00～空きあり◎ 金沢で人気のボブや韓国風レイヤーカットならお任せ！[金沢/ボブ/韓国］,4.95,369.0,29.271839877909436,4000.0,6.0,石川県金沢市竪町１０　金沢山岸ビル２階,【ボブ×ブリーチなしカラー&韓国レイヤー】片町きららから徒歩5分[金沢],https://beauty.hotpepper.jp/slnH000701214/
slnH000360628,Agu hair cardinal 片町店【アグ ヘアー カーディナル】,【片町】口コミ人気で年間予約数NO.1Group★実力派勢揃い！寄り添った提案◎TOKIO・N.カラー取扱い♪,4.83,825.0,32.44115275610632,2200.0,8.0,石川県金沢市片町１－１２－２４　竪町コレッジオ１F,竪町ストリート沿い◆CoCoTTo KANAZAWA近く,https://beauty.hotpepper.jp/slnH000360628/
slnH000077976,ALEXANDRE　OF　COLORS　MORINOSATO,最先端の髪質改善とカラーバリエーションが大好評☆イベントやメディアにも出演経験あり☆,4.43,255.0,24.56513607904446,4000.0,15.0,石川県金沢市もりの里１－１４９,イオン杜の里(もりのさと)近く・Vドラック道路を挟んで隣にあります。テナント内,https://beauty.hotpepper.jp/slnH000077976/
slnH000693331,number+ 竪町【ナンバー タテマチ】,口コミ平均4.9◆ハイトーン、韓国風カラーとレイヤーカットが人気☆U２４学割クーポンあり◎当日予約可能,4.89,186.0,25.580121136418928,4500.0,5.0,石川県金沢市竪町１１１番丹羽ビル２Ｆ,金沢駅より車で10分,https://beauty.hotpepper.jp/slnH000693331/
slnH000456895,8 HAIR　【エイトヘアー】,5/15(木)〇　★圧倒的なツヤ×トレンドデザイン×似合わせ＝自分史上最強のかわいい★片町→竪町移転,4.84,192.0,25.471420514299645,6050.0,12.0,石川県金沢市竪町８４番地　エスヤビル１F,タテマチストリート内,https://beauty.hotpepper.jp/slnH000456895/
slnH000699322,BOB men’s 金沢【ボブ　メンズ】,【片町メンズサロン】《メンズカット ￥3000/カット+パーマ ￥7500》メンズスペシャリスト在籍サロン[men's],4.94,115.0,23.48273554406544,3000.0,5.0,石川県金沢市片町１－４－１　須田ビル２Ｆ,竪町ストリート沿い「OMO5金沢片町」隣り[men's/ニュアンスパーマ/ブリーチ/学割U24],https://beauty.hotpepper.jp/slnH000699322/
slnH000359222,canvas,カミカリスマ　cut部門　　'24、'25   選出,4.87,116.0,23.191787062465075,5500.0,5.0,石川県金沢市竪町115番　神田ビル2F,竪町ストリート沿い/竪町広場近く,https://beauty.hotpepper.jp/slnH000359222/
slnH000673616,MEN'S HAIR BLEACHi 金沢店【メンズ ヘア ブリーチ】（旧：BLEACHi 金沢店）,ご新規様も大歓迎！春割り◎【注目のメンズサロンBLEACHi】が金沢に◎(メンズ/メンズパーマ/波巻き),4.91,187.0,25.71093003749505,4500.0,8.0,石川県金沢市竪町２８－１　生水ビル２Ｆ,マクドナルド片町側から竪町ストリートに入りしばらく直進すると左側２階にあります◎,https://beauty.hotpepper.jp/slnH000673616/
slnH000443189,EIGHT kanazawa 金沢店 【エイト】,当日予約OK！接客＊技術に自信★プチプラハイクオリティー★最安カットカラー4900円～★ブリーチ/髪質改善,4.57,570.0,29.00756868812797,3000.0,7.0,石川県金沢市袋町4-22 ファースト・レーベン袋町1F,めいてつ・エムザからすぐ　HAKOMACHIすぐ裏【金沢/金沢駅】,https://beauty.hotpepper.jp/slnH000443189/
slnH000291117,nambu-SKY【ナンブスカイ】,「もう髪で悩まない！」 似合うヘアスタイル、髪質、スタイリング「貴方の理想をnambu-SKYは叶えます！」,4.46,147.0,22.287566740987952,6050.0,13.0,石川県金沢市田上さくら３-1ＧＲ553　2Ｆ,田上カーマホームセンター敷地内(ふらん・どーるヴァレ店横入り口)　 TEL076-231-2355,https://beauty.hotpepper.jp/slnH000291117/
slnH000730915,DOA【ドア】,【NEWOPEN】丁寧カウンセリング×高技術で扱いやすいヘアに/90%リピート極上ヘッドスパも大人気,4.86,29.0,16.529819274878076,5500.0,1.0,石川県金沢市片町１丁目３－３１粟倉ビル２Ｆ,バス停香林坊から徒歩3分,https://beauty.hotpepper.jp/slnH000730915/
slnH000548942,hair salon calm,本日空きあり★5月限定カットカラー￥6980★【銀座で修行し芸能人も担当したスタイリスト在籍】深夜早朝◎,4.76,41.0,17.791307383028833,3200.0,4.0,石川県金沢市小立野１丁目７－２０,石川県立図書館近く、片町から車で10分、兼六園から車で5分。,https://beauty.hotpepper.jp/slnH000548942/
slnH000659811,Agu hair shade もりの里店【アグ ヘアー シェード】,【もりの里】口コミ人気で年間予約数NO.1Group★カット+カラー￥6000♪N.・TOKIO取扱い！,4.6,477.0,28.380209369460697,2200.0,8.0,石川県金沢市もりの里１－２１４,金沢駅車17分、東金沢駅車1５分、野町駅車17分、もりの里イオン、第7餃子さん近く,https://beauty.hotpepper.jp/slnH000659811/
slnH000218979,ＶＩＳＥ 髪質改善 縮毛矯正専門店(旧:ＶＩＳＥ by Art Creative),【髪質の変化に直面している方】年齢とともに増す髪の悩みを解決したい方専用メニュー完成　エクステも特化,4.84,97.0,22.19124259676557,5500.0,7.0,石川県金沢市竪町101-1　宮下ビル2F,片町きらら近く/竪町ストリート沿いローソンの目の前のビル2F【エクステ/髪質改善】,https://beauty.hotpepper.jp/slnH000218979/
slnH000291399,HANABUSA 田上店 【ハナブサ】,【北陸で圧倒的人気を誇る】大学生限定☆超お得！！学割クーポン登場♪トレンド抑えるならHANABUSA☆,4.65,401.0,27.88350221207845,4730.0,12.0,石川県金沢市田上の里２‐９４,ニトリ田上店近く　金沢駅から車20分◇学割U24/ブリーチ/ハイライト/メンズカット韓国,https://beauty.hotpepper.jp/slnH000291399/
slnH000746968,Revo　片町店【レボ】,ミリ単位までこだわったカットで最大限魅力を引き出す◆10代・20代の為のメンズサロン!/金沢/メンズパーマ,4.76,86.0,21.257722644795816,4400.0,8.0,石川県金沢市片町１－４－１３　土屋ビル１F,バス停「片町」徒歩1分,https://beauty.hotpepper.jp/slnH000746968/
slnH000597127,link by vise～髪質改善～【リンクバイビセ】,■学割U24■学生応援クーポン■カウンセリングにこだわるから理想が叶う　リピート率◎　技術力◎,4.73,83.0,20.957763458528873,4400.0,4.0,石川県金沢市田上の里１丁目１２３番地,お店カラオケコートダジュール金沢田上さん隣。大通りを挟み前方にラーメン岩本屋あり,https://beauty.hotpepper.jp/slnH000597127/
